# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.04.2019 по 08.12.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.05.2019 21:00";"25.5";"750.1";"760.7";"";"43";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"29.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.0";"Осадков нет";"12";"";"";"";"";
"28.05.2019 18:00";"28.6";"749.8";"760.4";"";"31";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.0";"Осадков нет";"12";"";"";"";"";
"28.05.2019 15:00";"28.6";"750.1";"760.7";"";"28";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.4";"";"";"";"";"";"";
"28.05.2019 12:00";"26.0";"750.3";"761.0";"";"35";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.2";"";"";"";"";"";"";
"28.05.2019 09:00";"22.3";"750.1";"760.9";"";"47";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"17.1";"";"";"";"";"";"";"10.0";"10.3";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"13.0";"";"";
"28.05.2019 06:00";"18.4";"749.2";"760.1";"";"59";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"17.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.3";"Осадков нет";"12";"";"";"";"";
"28.05.2019 03:00";"17.5";"748.6";"759.5";"";"62";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"28.05.2019 00:00";"18.5";"748.3";"759.2";"";"57";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.8";"";"";"";"";"";"";
"27.05.2019 21:00";"19.1";"747.8";"758.8";"";"53";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"21.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.3";"Осадков нет";"12";"";"";"";"";
"27.05.2019 18:00";"21.3";"746.8";"757.6";"";"41";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"7.4";"Осадков нет";"12";"";"";"";"";
"27.05.2019 15:00";"20.9";"746.0";"756.8";"";"38";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.9";"";"";"";"";"";"";
"27.05.2019 12:00";"19.5";"745.6";"756.4";"";"40";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.6";"";"";"";"";"";"";
"27.05.2019 09:00";"17.3";"744.9";"755.8";"";"49";"Ветер, дующий с западо-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"13.6";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"11.0";"";"";
"27.05.2019 06:00";"14.3";"744.3";"755.3";"";"61";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"13.6";"";"";"";"";"";"";"10.0";"6.7";"Осадков нет";"12";"";"";"";"";
"27.05.2019 03:00";"14.8";"743.5";"754.6";"";"54";"Ветер, дующий с запада";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.5";"";"";"";"";"";"";
